ID,NAME,COST,PRICE,RSP,STOCK,MARGIN,PROFIT,PRODUCT_GROUP_ID,PRODUCT_GROUP_NAME,PRODUCT_DISCOUNT_GROUP,PRODUCT_DISCOUNT_GROUP_PERCENTAGE,SEASON
656,Product 656,34.77,42.77,50.49,176,0.1872,7.86,6,Product Group 6,DG-00,0.0,S-3
460,Product 460,5.09,6.61,7.99,247,0.2296,1.49,27,Product Group 27,DG-09,0.09,S-3
421,Product 421,34.72,40.22,49.99,181,0.137,5.41,37,Product Group 37,DG-03,0.03,S-3
160,Product 160,47.92,58.05,63.99,146,0.1744,9.94,5,Product Group 5,DG-08,0.08,S-3
905,Product 905,25.59,30.54,33.49,200,0.1624,4.87,48,Product Group 48,DG-06,0.06,S-3
984,Product 984,37.8,42.26,49.99,177,0.1053,4.37,38,Product Group 38,DG-07,0.07,S-3
318,Product 318,16.33,20.36,25.99,220,0.1976,3.95,48,Product Group 48,DG-06,0.06,S-3
903,Product 903,34.74,45.31,49.49,171,0.2335,10.39,18,Product Group 18,DG-02,0.02,S-3
863,Product 863,39.75,49.9,59.49,162,0.2033,9.96,49,Product Group 49,DG-04,0.04,S-3
75,Product 75,34.67,44.29,53.49,173,0.2175,9.46,34,Product Group 34,DG-04,0.04,S-3
935,Product 935,34.72,43.28,51.99,175,0.1979,8.41,29,Product Group 29,DG-01,0.01,S-3
44,Product 44,43.82,51.93,64.99,158,0.1563,7.97,18,Product Group 18,DG-02,0.02,S-3
559,Product 559,47.92,59.06,65.49,144,0.1887,10.94,42,Product Group 42,DG-06,0.06,S-3
240,Product 240,16.42,19.34,24.49,222,0.1511,2.87,33,Product Group 33,DG-04,0.04,S-3
181,Product 181,8.18,10.69,12.99,239,0.2345,2.46,45,Product Group 45,DG-00,0.0,S-3
866,Product 866,15.38,17.82,20.49,225,0.1366,2.39,24,Product Group 24,DG-00,0.0,S-3
74,Product 74,26.55,30.54,34.49,200,0.1307,3.92,27,Product Group 27,DG-09,0.09,S-3
79,Product 79,38.72,48.37,53.99,165,0.1996,9.48,8,Product Group 8,DG-01,0.01,S-3
144,Product 144,18.33,22.9,26.49,215,0.1996,4.49,24,Product Group 24,DG-00,0.0,S-3
295,Product 295,40.75,51.93,58.49,158,0.2153,10.98,21,Product Group 21,DG-00,0.0,S-3
957,Product 957,47.94,53.97,58.99,154,0.1117,5.92,42,Product Group 42,DG-06,0.06,S-3
660,Product 660,28.59,36.66,44.99,188,0.2201,7.92,44,Product Group 44,DG-07,0.07,S-3
265,Product 265,6.17,8.14,9.49,244,0.2428,1.94,42,Product Group 42,DG-06,0.06,S-3
877,Product 877,15.38,18.32,21.49,224,0.1606,2.89,47,Product Group 47,DG-09,0.09,S-3
550,Product 550,12.23,14.25,16.49,232,0.1415,1.98,21,Product Group 21,DG-00,0.0,S-3
37,Product 37,19.45,22.4,26.49,216,0.1314,2.89,0,Product Group 0,DG-07,0.07,S-3
466,Product 466,5.16,7.12,8.99,246,0.2747,1.92,43,Product Group 43,DG-00,0.0,S-3
436,Product 436,28.6,37.16,45.99,187,0.2305,8.41,18,Product Group 18,DG-02,0.02,S-3
68,Product 68,15.29,18.83,21.99,223,0.1882,3.48,32,Product Group 32,DG-08,0.08,S-3
734,Product 734,14.33,16.8,20.49,227,0.1468,2.42,3,Product Group 3,DG-08,0.08,S-3
215,Product 215,30.63,40.73,46.99,180,0.2478,9.91,14,Product Group 14,DG-03,0.03,S-3
125,Product 125,16.34,19.34,22.49,222,0.1548,2.94,1,Product Group 1,DG-06,0.06,S-3
227,Product 227,40.79,45.31,55.49,171,0.0998,4.44,21,Product Group 21,DG-00,0.0,S-3
946,Product 946,26.53,34.11,39.99,193,0.2222,7.44,13,Product Group 13,DG-05,0.05,S-3
253,Product 253,19.4,22.9,25.99,215,0.153,3.44,31,Product Group 31,DG-02,0.02,S-3
565,Product 565,34.65,40.22,43.49,181,0.1388,5.48,24,Product Group 24,DG-00,0.0,S-3
739,Product 739,12.22,16.28,20.99,228,0.2495,3.99,17,Product Group 17,DG-09,0.09,S-3
152,Product 152,42.88,52.44,62.49,157,0.1824,9.39,36,Product Group 36,DG-07,0.07,S-3
600,Product 600,14.33,17.82,20.99,225,0.1955,3.42,24,Product Group 24,DG-00,0.0,S-3
988,Product 988,6.16,7.63,9.99,245,0.1936,1.45,8,Product Group 8,DG-01,0.01,S-3
617,Product 617,8.16,11.19,14.49,238,0.2712,2.98,0,Product Group 0,DG-07,0.07,S-3
831,Product 831,27.58,34.63,41.99,192,0.2036,6.92,1,Product Group 1,DG-06,0.06,S-3
120,Product 120,13.36,14.76,18.99,231,0.0952,1.38,19,Product Group 19,DG-07,0.07,S-3
257,Product 257,13.25,18.32,22.49,224,0.2768,4.98,4,Product Group 4,DG-03,0.03,S-3
936,Product 936,33.72,42.77,46.99,176,0.2115,8.88,29,Product Group 29,DG-01,0.01,S-3
897,Product 897,28.6,34.63,39.49,192,0.1739,5.91,48,Product Group 48,DG-06,0.06,S-3
786,Product 786,44.88,54.99,61.49,152,0.1837,9.92,1,Product Group 1,DG-06,0.06,S-3
305,Product 305,38.71,47.86,56.49,166,0.1913,8.99,2,Product Group 2,DG-04,0.04,S-3
76,Product 76,26.5,35.13,44.99,191,0.2456,8.47,2,Product Group 2,DG-04,0.04,S-3
471,Product 471,32.71,42.26,46.99,177,0.2261,9.38,15,Product Group 15,DG-09,0.09,S-3
552,Product 552,42.86,54.99,65.49,152,0.2206,11.91,17,Product Group 17,DG-09,0.09,S-3
1,Product 1,36.73,46.84,55.99,168,0.2159,9.93,48,Product Group 48,DG-06,0.06,S-3
593,Product 593,13.28,16.28,18.49,228,0.1851,2.96,33,Product Group 33,DG-04,0.04,S-3
210,Product 210,49.97,59.57,73.49,143,0.1612,9.43,23,Product Group 23,DG-05,0.05,S-3
382,Product 382,15.4,17.82,21.49,225,0.1355,2.37,17,Product Group 17,DG-09,0.09,S-3
102,Product 102,36.79,47.35,54.49,167,0.2231,10.37,13,Product Group 13,DG-05,0.05,S-3
768,Product 768,45.88,52.44,64.99,157,0.1253,6.45,29,Product Group 29,DG-01,0.01,S-3
689,Product 689,47.95,57.54,72.49,147,0.1666,9.41,45,Product Group 45,DG-00,0.0,S-3
532,Product 532,9.29,11.7,14.99,237,0.2063,2.37,39,Product Group 39,DG-05,0.05,S-3
428,Product 428,35.69,42.26,47.49,177,0.1555,6.45,13,Product Group 13,DG-05,0.05,S-3
342,Product 342,16.3,19.34,22.49,222,0.1569,2.98,41,Product Group 41,DG-01,0.01,S-3
533,Product 533,43.87,51.93,57.99,158,0.1553,7.92,36,Product Group 36,DG-07,0.07,S-3
107,Product 107,14.29,17.82,20.49,225,0.1978,3.46,25,Product Group 25,DG-08,0.08,S-3
867,Product 867,48.99,58.05,73.49,146,0.156,8.89,37,Product Group 37,DG-03,0.03,S-3
547,Product 547,14.37,18.32,22.99,224,0.2157,3.88,32,Product Group 32,DG-08,0.08,S-3
424,Product 424,41.79,54.48,59.99,153,0.2329,12.46,6,Product Group 6,DG-00,0.0,S-3
10,Product 10,24.57,30.03,35.99,201,0.1821,5.37,0,Product Group 0,DG-07,0.07,S-3
654,Product 654,48.92,62.63,77.49,137,0.2189,13.46,47,Product Group 47,DG-09,0.09,S-3
219,Product 219,44.88,54.99,63.99,152,0.1837,9.92,38,Product Group 38,DG-07,0.07,S-3
659,Product 659,45.92,56.01,62.99,150,0.1802,9.91,19,Product Group 19,DG-07,0.07,S-3
522,Product 522,37.73,45.31,56.99,171,0.1672,7.44,3,Product Group 3,DG-08,0.08,S-3
928,Product 928,30.65,38.7,48.99,184,0.2077,7.89,36,Product Group 36,DG-07,0.07,S-3
639,Product 639,5.14,7.12,9.99,246,0.2775,1.94,11,Product Group 11,DG-02,0.02,S-3
802,Product 802,22.53,26.98,34.99,207,0.165,4.37,25,Product Group 25,DG-08,0.08,S-3
260,Product 260,5.18,7.12,9.99,246,0.2718,1.9,47,Product Group 47,DG-09,0.09,S-3
262,Product 262,20.37,22.9,29.99,215,0.1107,2.49,11,Product Group 11,DG-02,0.02,S-3
127,Product 127,23.42,26.98,32.49,207,0.1317,3.49,21,Product Group 21,DG-00,0.0,S-3
541,Product 541,49.99,59.57,71.49,143,0.1609,9.41,32,Product Group 32,DG-08,0.08,S-3
467,Product 467,26.57,32.08,36.49,197,0.1715,5.4,29,Product Group 29,DG-01,0.01,S-3
31,Product 31,8.2,10.69,12.49,239,0.2326,2.44,3,Product Group 3,DG-08,0.08,S-3
980,Product 980,41.87,53.47,61.49,155,0.217,11.39,42,Product Group 42,DG-06,0.06,S-3
343,Product 343,18.39,22.9,27.99,215,0.197,4.43,4,Product Group 4,DG-03,0.03,S-3
302,Product 302,48.91,63.64,71.99,135,0.2316,14.47,21,Product Group 21,DG-00,0.0,S-3
387,Product 387,18.35,22.4,27.99,216,0.1805,3.97,7,Product Group 7,DG-01,0.01,S-3
640,Product 640,26.48,33.6,41.49,194,0.2119,6.99,20,Product Group 20,DG-06,0.06,S-3
526,Product 526,7.15,9.67,12.49,241,0.2603,2.47,14,Product Group 14,DG-03,0.03,S-3
57,Product 57,42.79,51.42,62.49,159,0.168,8.48,36,Product Group 36,DG-07,0.07,S-3
294,Product 294,12.35,16.8,21.49,227,0.2644,4.36,24,Product Group 24,DG-00,0.0,S-3
563,Product 563,37.68,47.35,57.99,167,0.2041,9.49,6,Product Group 6,DG-00,0.0,S-3
571,Product 571,42.9,53.97,60.99,154,0.2051,10.87,22,Product Group 22,DG-03,0.03,S-3
348,Product 348,27.59,31.06,35.99,199,0.1118,3.41,5,Product Group 5,DG-08,0.08,S-3
703,Product 703,28.57,36.15,42.99,189,0.2096,7.44,44,Product Group 44,DG-07,0.07,S-3
933,Product 933,17.42,22.9,25.99,215,0.2397,5.39,48,Product Group 48,DG-06,0.06,S-3
241,Product 241,44.93,57.54,67.49,147,0.219,12.37,17,Product Group 17,DG-09,0.09,S-3
128,Product 128,9.29,12.21,15.99,236,0.2394,2.87,1,Product Group 1,DG-06,0.06,S-3
508,Product 508,18.45,24.44,27.99,212,0.2451,5.88,2,Product Group 2,DG-04,0.04,S-3
427,Product 427,47.88,63.14,74.49,136,0.2417,14.98,14,Product Group 14,DG-03,0.03,S-3
400,Product 400,25.49,29.02,34.99,203,0.1214,3.46,2,Product Group 2,DG-04,0.04,S-3
627,Product 627,41.78,53.97,63.99,154,0.2259,11.97,4,Product Group 4,DG-03,0.03,S-3
708,Product 708,36.71,44.8,49.49,172,0.1807,7.95,27,Product Group 27,DG-09,0.09,S-3
517,Product 517,49.97,58.56,68.99,145,0.1466,8.43,30,Product Group 30,DG-02,0.02,S-3
15,Product 15,26.54,33.6,36.99,194,0.2101,6.93,5,Product Group 5,DG-08,0.08,S-3
606,Product 606,48.98,55.5,67.99,151,0.1175,6.4,19,Product Group 19,DG-07,0.07,S-3
553,Product 553,40.74,46.34,52.99,169,0.1207,5.49,12,Product Group 12,DG-05,0.05,S-3
109,Product 109,5.1,7.12,8.99,246,0.2833,1.98,21,Product Group 21,DG-00,0.0,S-3
138,Product 138,30.62,36.66,43.99,188,0.1645,5.92,1,Product Group 1,DG-06,0.06,S-3
816,Product 816,24.56,29.53,34.99,202,0.1683,4.88,28,Product Group 28,DG-03,0.03,S-3
300,Product 300,19.37,21.89,27.49,217,0.1149,2.47,44,Product Group 44,DG-07,0.07,S-3
137,Product 137,17.34,20.36,26.99,220,0.1486,2.97,34,Product Group 34,DG-04,0.04,S-3
800,Product 800,12.25,14.76,18.99,231,0.1698,2.46,21,Product Group 21,DG-00,0.0,S-3
968,Product 968,8.28,11.19,13.49,238,0.2602,2.86,19,Product Group 19,DG-07,0.07,S-3
250,Product 250,34.65,44.29,49.49,173,0.218,9.48,20,Product Group 20,DG-06,0.06,S-3
170,Product 170,16.34,22.4,25.49,216,0.2701,5.94,12,Product Group 12,DG-05,0.05,S-3
972,Product 972,21.45,25.96,31.49,209,0.1738,4.43,30,Product Group 30,DG-02,0.02,S-3
548,Product 548,35.68,42.26,48.99,177,0.1557,6.46,48,Product Group 48,DG-06,0.06,S-3
84,Product 84,25.47,31.06,35.99,199,0.1797,5.48,35,Product Group 35,DG-08,0.08,S-3
331,Product 331,28.55,37.16,43.49,187,0.2318,8.46,14,Product Group 14,DG-03,0.03,S-3
581,Product 581,20.4,25.96,31.49,209,0.2146,5.47,18,Product Group 18,DG-02,0.02,S-3
941,Product 941,17.41,21.89,24.49,217,0.2047,4.4,10,Product Group 10,DG-01,0.01,S-3
651,Product 651,48.95,60.6,77.49,141,0.1921,11.43,35,Product Group 35,DG-08,0.08,S-3
189,Product 189,15.35,19.85,25.49,221,0.2268,4.42,42,Product Group 42,DG-06,0.06,S-3
673,Product 673,34.66,41.75,45.49,178,0.17,6.97,8,Product Group 8,DG-01,0.01,S-3
750,Product 750,46.96,56.52,64.49,149,0.1692,9.39,36,Product Group 36,DG-07,0.07,S-3
579,Product 579,9.22,12.21,15.49,236,0.2452,2.94,35,Product Group 35,DG-08,0.08,S-3
293,Product 293,40.75,51.42,65.49,159,0.2076,10.48,23,Product Group 23,DG-05,0.05,S-3
450,Product 450,46.97,54.48,64.49,153,0.138,7.38,36,Product Group 36,DG-07,0.07,S-3
279,Product 279,12.23,14.76,17.99,231,0.1712,2.48,11,Product Group 11,DG-02,0.02,S-3
712,Product 712,25.49,33.6,42.99,194,0.2413,7.96,47,Product Group 47,DG-09,0.09,S-3
631,Product 631,40.83,51.93,61.49,158,0.2138,10.9,31,Product Group 31,DG-02,0.02,S-3
468,Product 468,8.23,9.67,11.99,241,0.1486,1.41,7,Product Group 7,DG-01,0.01,S-3
873,Product 873,22.42,27.49,32.49,206,0.1845,4.98,5,Product Group 5,DG-08,0.08,S-3
589,Product 589,11.3,14.76,17.49,231,0.234,3.39,37,Product Group 37,DG-03,0.03,S-3
163,Product 163,27.59,33.09,36.99,195,0.1665,5.41,9,Product Group 9,DG-02,0.02,S-3
415,Product 415,47.95,61.1,67.49,140,0.2152,12.91,2,Product Group 2,DG-04,0.04,S-3
155,Product 155,24.54,29.02,35.49,203,0.1544,4.4,41,Product Group 41,DG-01,0.01,S-3
153,Product 153,50.02,61.1,73.99,140,0.1814,10.88,4,Product Group 4,DG-03,0.03,S-3
275,Product 275,7.21,10.18,12.99,240,0.2913,2.91,34,Product Group 34,DG-04,0.04,S-3
835,Product 835,31.63,37.16,41.99,187,0.1491,5.44,1,Product Group 1,DG-06,0.06,S-3
201,Product 201,45.89,56.52,65.49,149,0.1881,10.44,10,Product Group 10,DG-01,0.01,S-3
926,Product 926,10.32,13.74,17.99,233,0.2491,3.36,29,Product Group 29,DG-01,0.01,S-3
996,Product 996,37.75,43.28,53.49,175,0.1276,5.42,15,Product Group 15,DG-09,0.09,S-3
390,Product 390,43.82,53.97,58.49,154,0.1881,9.97,45,Product Group 45,DG-00,0.0,S-3
307,Product 307,44.84,53.47,61.49,155,0.1612,8.46,32,Product Group 32,DG-08,0.08,S-3
717,Product 717,18.34,22.9,25.99,215,0.1992,4.48,11,Product Group 11,DG-02,0.02,S-3
872,Product 872,26.56,32.08,36.49,197,0.1718,5.41,43,Product Group 43,DG-00,0.0,S-3
841,Product 841,15.39,19.34,22.49,222,0.2043,3.88,2,Product Group 2,DG-04,0.04,S-3
557,Product 557,37.81,48.37,57.99,165,0.2182,10.36,46,Product Group 46,DG-05,0.05,S-3
228,Product 228,40.83,50.41,58.99,161,0.1899,9.4,0,Product Group 0,DG-07,0.07,S-3
9,Product 9,7.22,8.64,10.99,243,0.1649,1.4,43,Product Group 43,DG-00,0.0,S-3
7,Product 7,28.58,32.58,39.49,196,0.1229,3.93,26,Product Group 26,DG-06,0.06,S-3
675,Product 675,8.18,11.19,13.99,238,0.2693,2.96,13,Product Group 13,DG-05,0.05,S-3
732,Product 732,44.89,50.92,63.49,160,0.1182,5.91,12,Product Group 12,DG-05,0.05,S-3
14,Product 14,39.84,45.31,57.49,171,0.1209,5.38,25,Product Group 25,DG-08,0.08,S-3
962,Product 962,42.88,55.5,69.99,151,0.2274,12.39,4,Product Group 4,DG-03,0.03,S-3
220,Product 220,22.49,25.96,31.49,209,0.1338,3.41,44,Product Group 44,DG-07,0.07,S-3
950,Product 950,20.49,23.93,27.99,213,0.1439,3.38,21,Product Group 21,DG-00,0.0,S-3
564,Product 564,32.64,38.18,43.49,185,0.1451,5.44,4,Product Group 4,DG-03,0.03,S-3
438,Product 438,47.93,58.56,67.49,145,0.1814,10.43,16,Product Group 16,DG-04,0.04,S-3
858,Product 858,43.85,57.54,68.49,147,0.2379,13.44,47,Product Group 47,DG-09,0.09,S-3
504,Product 504,21.46,28.51,36.49,204,0.2472,6.92,8,Product Group 8,DG-01,0.01,S-3
389,Product 389,11.27,14.25,17.49,232,0.2087,2.92,23,Product Group 23,DG-05,0.05,S-3
790,Product 790,30.59,39.21,45.49,183,0.2195,8.45,0,Product Group 0,DG-07,0.07,S-3
637,Product 637,17.39,19.85,22.99,221,0.1242,2.42,40,Product Group 40,DG-09,0.09,S-3
638,Product 638,18.35,22.9,27.99,215,0.1988,4.47,46,Product Group 46,DG-05,0.05,S-3
929,Product 929,44.87,50.41,63.99,161,0.1097,5.43,0,Product Group 0,DG-07,0.07,S-3
519,Product 519,21.44,28.0,34.49,205,0.2343,6.44,0,Product Group 0,DG-07,0.07,S-3
404,Product 404,47.88,56.52,63.49,149,0.1528,8.48,23,Product Group 23,DG-05,0.05,S-3
50,Product 50,16.3,19.34,24.49,222,0.1569,2.98,24,Product Group 24,DG-00,0.0,S-3
315,Product 315,47.96,58.05,70.99,146,0.1737,9.9,18,Product Group 18,DG-02,0.02,S-3
71,Product 71,48.89,54.48,59.99,153,0.1026,5.49,26,Product Group 26,DG-06,0.06,S-3
412,Product 412,27.55,32.08,40.49,197,0.1413,4.45,24,Product Group 24,DG-00,0.0,S-3
623,Product 623,21.39,25.96,32.49,209,0.1761,4.49,2,Product Group 2,DG-04,0.04,S-3
745,Product 745,30.64,38.18,46.49,185,0.1974,7.4,0,Product Group 0,DG-07,0.07,S-3
231,Product 231,24.47,28.0,35.99,205,0.1262,3.47,38,Product Group 38,DG-07,0.07,S-3
694,Product 694,21.5,24.44,31.99,212,0.1201,2.88,41,Product Group 41,DG-01,0.01,S-3
697,Product 697,46.92,55.5,63.49,151,0.1547,8.43,49,Product Group 49,DG-04,0.04,S-3
622,Product 622,17.35,22.4,26.99,216,0.2256,4.96,20,Product Group 20,DG-06,0.06,S-3
846,Product 846,37.79,45.31,52.99,171,0.1659,7.38,29,Product Group 29,DG-01,0.01,S-3
688,Product 688,36.77,46.34,50.49,169,0.2064,9.39,45,Product Group 45,DG-00,0.0,S-3
626,Product 626,31.62,38.18,44.49,185,0.172,6.45,27,Product Group 27,DG-09,0.09,S-3
234,Product 234,16.31,19.34,22.99,222,0.1564,2.97,12,Product Group 12,DG-05,0.05,S-3
766,Product 766,7.25,9.67,10.49,241,0.2497,2.37,36,Product Group 36,DG-07,0.07,S-3
764,Product 764,26.59,30.03,37.99,201,0.1146,3.38,18,Product Group 18,DG-02,0.02,S-3
947,Product 947,40.86,46.34,50.49,169,0.118,5.37,29,Product Group 29,DG-01,0.01,S-3
686,Product 686,49.94,62.63,77.99,137,0.2026,12.46,16,Product Group 16,DG-04,0.04,S-3
515,Product 515,28.52,36.15,45.99,189,0.211,7.49,0,Product Group 0,DG-07,0.07,S-3
756,Product 756,25.56,33.09,39.99,195,0.2278,7.4,23,Product Group 23,DG-05,0.05,S-3
844,Product 844,43.93,50.92,59.99,160,0.1372,6.86,26,Product Group 26,DG-06,0.06,S-3
328,Product 328,37.81,42.77,47.99,176,0.1157,4.86,35,Product Group 35,DG-08,0.08,S-3
36,Product 36,46.91,53.97,63.49,154,0.131,6.94,21,Product Group 21,DG-00,0.0,S-3
341,Product 341,12.28,15.77,20.49,229,0.2214,3.43,48,Product Group 48,DG-06,0.06,S-3
277,Product 277,26.55,31.06,34.99,199,0.145,4.42,44,Product Group 44,DG-07,0.07,S-3
570,Product 570,35.72,42.26,51.49,177,0.1547,6.42,34,Product Group 34,DG-04,0.04,S-3
113,Product 113,34.75,43.79,53.49,174,0.2066,8.88,0,Product Group 0,DG-07,0.07,S-3
801,Product 801,35.71,43.79,54.49,174,0.1845,7.93,14,Product Group 14,DG-03,0.03,S-3
146,Product 146,44.85,52.96,62.49,156,0.1529,7.95,33,Product Group 33,DG-04,0.04,S-3
117,Product 117,39.72,49.9,63.99,162,0.2039,9.99,7,Product Group 7,DG-01,0.01,S-3
317,Product 317,13.27,16.28,18.99,228,0.1857,2.97,22,Product Group 22,DG-03,0.03,S-3
924,Product 924,32.63,38.7,43.99,184,0.1566,5.95,12,Product Group 12,DG-05,0.05,S-3
11,Product 11,37.73,45.31,57.99,171,0.1672,7.44,8,Product Group 8,DG-01,0.01,S-3
859,Product 859,40.83,51.42,65.99,159,0.206,10.4,37,Product Group 37,DG-03,0.03,S-3
178,Product 178,41.78,49.9,60.99,162,0.1627,7.97,24,Product Group 24,DG-00,0.0,S-3
443,Product 443,22.48,26.47,29.99,208,0.1508,3.92,14,Product Group 14,DG-03,0.03,S-3
197,Product 197,22.42,25.96,30.49,209,0.1365,3.48,32,Product Group 32,DG-08,0.08,S-3
966,Product 966,17.45,20.36,22.99,220,0.1431,2.86,5,Product Group 5,DG-08,0.08,S-3
681,Product 681,20.47,26.98,30.49,207,0.2416,6.4,42,Product Group 42,DG-06,0.06,S-3
17,Product 17,14.32,19.34,21.99,222,0.2596,4.93,14,Product Group 14,DG-03,0.03,S-3
461,Product 461,11.22,13.74,17.99,233,0.1831,2.47,42,Product Group 42,DG-06,0.06,S-3
878,Product 878,26.55,32.58,41.99,196,0.1851,5.92,16,Product Group 16,DG-04,0.04,S-3
566,Product 566,29.55,36.15,40.49,189,0.1826,6.48,21,Product Group 21,DG-00,0.0,S-3
308,Product 308,30.58,39.71,45.49,182,0.2298,8.96,44,Product Group 44,DG-07,0.07,S-3
366,Product 366,13.33,16.8,20.99,227,0.2068,3.41,22,Product Group 22,DG-03,0.03,S-3
706,Product 706,17.37,20.36,22.99,220,0.1471,2.94,49,Product Group 49,DG-04,0.04,S-3
385,Product 385,30.61,38.7,48.99,184,0.2087,7.93,38,Product Group 38,DG-07,0.07,S-3
811,Product 811,29.54,36.66,44.99,188,0.1942,6.99,28,Product Group 28,DG-03,0.03,S-3
889,Product 889,41.89,52.44,63.99,157,0.2014,10.37,42,Product Group 42,DG-06,0.06,S-3
597,Product 597,13.29,16.28,20.49,228,0.1845,2.95,4,Product Group 4,DG-03,0.03,S-3
823,Product 823,32.66,37.16,47.99,187,0.1211,4.42,49,Product Group 49,DG-04,0.04,S-3
123,Product 123,32.61,40.73,46.49,180,0.1993,7.97,47,Product Group 47,DG-09,0.09,S-3
358,Product 358,17.35,21.89,26.49,217,0.2075,4.46,24,Product Group 24,DG-00,0.0,S-3
909,Product 909,21.52,27.49,30.49,206,0.2171,5.86,47,Product Group 47,DG-09,0.09,S-3
419,Product 419,6.22,7.63,9.99,245,0.1856,1.39,47,Product Group 47,DG-09,0.09,S-3
518,Product 518,35.68,46.34,56.49,169,0.2299,10.46,31,Product Group 31,DG-02,0.02,S-3
991,Product 991,17.4,22.4,27.49,216,0.2233,4.91,15,Product Group 15,DG-09,0.09,S-3
969,Product 969,36.69,47.86,52.49,166,0.2335,10.97,31,Product Group 31,DG-02,0.02,S-3
21,Product 21,17.44,21.38,25.49,218,0.1844,3.87,41,Product Group 41,DG-01,0.01,S-3
371,Product 371,20.4,27.49,31.99,206,0.2582,6.97,18,Product Group 18,DG-02,0.02,S-3
426,Product 426,16.4,20.87,26.99,219,0.2143,4.39,16,Product Group 16,DG-04,0.04,S-3
772,Product 772,8.21,9.67,11.99,241,0.1507,1.43,15,Product Group 15,DG-09,0.09,S-3
183,Product 183,31.6,38.18,47.99,185,0.1726,6.47,19,Product Group 19,DG-07,0.07,S-3
399,Product 399,33.65,43.28,49.49,175,0.2224,9.45,48,Product Group 48,DG-06,0.06,S-3
806,Product 806,23.55,29.02,34.49,203,0.1881,5.36,27,Product Group 27,DG-09,0.09,S-3
266,Product 266,9.23,12.21,14.49,236,0.2444,2.93,12,Product Group 12,DG-05,0.05,S-3
540,Product 540,38.72,50.92,61.49,160,0.2396,11.98,0,Product Group 0,DG-07,0.07,S-3
620,Product 620,34.77,45.83,51.99,170,0.2414,10.86,14,Product Group 14,DG-03,0.03,S-3
963,Product 963,7.15,8.64,10.49,243,0.1731,1.47,25,Product Group 25,DG-08,0.08,S-3
388,Product 388,38.74,50.41,60.49,161,0.2316,11.46,27,Product Group 27,DG-09,0.09,S-3
737,Product 737,8.18,9.67,12.99,241,0.1538,1.46,32,Product Group 32,DG-08,0.08,S-3
469,Product 469,28.63,37.16,41.49,187,0.2297,8.38,47,Product Group 47,DG-09,0.09,S-3
233,Product 233,42.8,53.97,66.99,154,0.207,10.97,48,Product Group 48,DG-06,0.06,S-3
409,Product 409,20.43,26.98,32.99,207,0.2431,6.44,5,Product Group 5,DG-08,0.08,S-3
198,Product 198,11.24,15.27,18.99,230,0.2635,3.95,2,Product Group 2,DG-04,0.04,S-3
110,Product 110,13.34,15.77,18.99,229,0.1549,2.4,31,Product Group 31,DG-02,0.02,S-3
977,Product 977,30.59,36.15,40.99,189,0.1536,5.45,38,Product Group 38,DG-07,0.07,S-3
783,Product 783,47.93,59.06,65.49,144,0.1885,10.93,11,Product Group 11,DG-02,0.02,S-3
796,Product 796,11.22,13.74,16.49,233,0.1831,2.47,49,Product Group 49,DG-04,0.04,S-3
431,Product 431,43.87,49.9,58.99,162,0.1208,5.92,12,Product Group 12,DG-05,0.05,S-3
379,Product 379,8.22,10.69,12.99,239,0.2307,2.42,8,Product Group 8,DG-01,0.01,S-3
854,Product 854,20.39,23.41,27.49,214,0.1296,2.98,27,Product Group 27,DG-09,0.09,S-3
165,Product 165,35.7,46.84,58.99,168,0.2379,10.94,11,Product Group 11,DG-02,0.02,S-3
964,Product 964,29.6,37.16,42.99,187,0.2036,7.43,15,Product Group 15,DG-09,0.09,S-3
993,Product 993,24.54,26.98,34.99,207,0.0906,2.4,28,Product Group 28,DG-03,0.03,S-3
722,Product 722,23.45,26.98,34.99,207,0.1306,3.46,42,Product Group 42,DG-06,0.06,S-3
809,Product 809,42.83,55.5,64.49,151,0.2283,12.44,36,Product Group 36,DG-07,0.07,S-3
592,Product 592,26.55,34.63,44.49,192,0.233,7.92,38,Product Group 38,DG-07,0.07,S-3
874,Product 874,19.45,24.95,30.99,211,0.2201,5.39,27,Product Group 27,DG-09,0.09,S-3
236,Product 236,10.26,11.7,13.49,237,0.1236,1.42,18,Product Group 18,DG-02,0.02,S-3
585,Product 585,49.01,58.56,70.49,145,0.163,9.37,47,Product Group 47,DG-09,0.09,S-3
860,Product 860,46.88,59.06,66.49,144,0.2062,11.96,37,Product Group 37,DG-03,0.03,S-3
992,Product 992,50.03,62.12,70.49,138,0.1946,11.87,45,Product Group 45,DG-00,0.0,S-3
206,Product 206,15.33,17.82,21.49,225,0.1395,2.44,6,Product Group 6,DG-00,0.0,S-3
774,Product 774,23.45,25.96,30.99,209,0.0965,2.46,38,Product Group 38,DG-07,0.07,S-3
267,Product 267,47.88,56.01,69.49,150,0.1451,7.98,25,Product Group 25,DG-08,0.08,S-3
53,Product 53,36.7,46.84,53.99,168,0.2166,9.96,41,Product Group 41,DG-01,0.01,S-3
719,Product 719,24.58,28.51,34.99,204,0.1379,3.86,0,Product Group 0,DG-07,0.07,S-3
274,Product 274,10.27,13.74,15.99,233,0.2528,3.41,3,Product Group 3,DG-08,0.08,S-3
290,Product 290,40.81,49.39,61.49,163,0.1736,8.42,19,Product Group 19,DG-07,0.07,S-3
